date,open,high,low,close,volume
2021-03-22 02:30:00,145.59,145.59,141.05,141.66,123237.0
2021-03-23 02:30:00,141.66,142.57,141.05,141.36,101288.0
2021-03-24 02:30:00,141.36,147.11,141.05,144.68,331939.0
2021-03-25 02:30:00,146.5,150.13,146.5,149.23,529911.0
2021-03-26 02:30:00,150.13,150.74,145.9,147.41,267513.0
2021-03-30 02:30:00,148.63,148.63,145.59,146.2,122788.0
2021-03-31 02:30:00,147.11,148.02,145.9,147.11,163662.0
2021-04-01 02:30:00,148.02,149.23,147.11,148.92,244068.0
2021-04-02 02:30:00,149.23,157.4,149.23,154.67,707427.0
2021-04-05 02:30:00,156.18,157.4,151.94,152.55,225415.0
2021-04-06 02:30:00,155.57,155.57,149.83,151.04,203847.0
2021-04-07 02:30:00,152.26,154.67,149.52,152.86,247582.0
2021-04-08 02:30:00,153.46,155.28,151.04,151.65,130876.0
2021-04-09 02:30:00,150.74,152.55,150.74,151.34,116203.0
2021-04-13 02:30:00,152.86,153.16,150.74,151.34,194614.0
2021-04-14 02:30:00,151.04,157.4,151.04,155.89,507390.0
2021-04-16 02:30:00,157.7,159.81,154.67,157.7,370351.0
2021-04-19 02:30:00,159.2,160.1,156.48,157.7,244057.0
2021-04-20 02:30:00,156.18,158.6,155.57,156.18,199489.0
2021-04-21 02:30:00,159.2,159.2,155.28,158.3,242039.0
2021-04-22 02:30:00,153.16,166.16,153.16,162.23,428608.0
2021-04-23 02:30:00,167.68,167.68,159.81,161.62,254262.0
2021-04-26 02:30:00,162.23,162.23,156.18,156.79,302408.0
2021-04-27 02:30:00,154.67,157.4,151.65,152.55,319389.0
2021-04-28 02:30:00,152.55,161.92,151.94,161.03,335355.0
2021-04-29 02:30:00,161.92,162.23,157.4,158.9,174058.0
2021-04-30 02:30:00,159.2,160.1,157.09,159.2,171062.0
2021-05-03 02:30:00,160.42,161.62,158.6,161.03,209419.0
2021-05-04 02:30:00,155.57,166.76,155.57,163.44,1060250.0
2021-05-05 02:30:00,165.25,165.25,160.71,161.92,401848.0
2021-05-06 02:30:00,162.84,164.34,161.62,162.84,496544.0
2021-05-07 02:30:00,163.44,164.05,160.1,160.42,433473.0
2021-05-10 02:30:00,162.23,162.23,156.48,157.4,326754.0
2021-05-11 02:30:00,156.48,159.2,156.48,157.7,226662.0
2021-05-12 02:30:00,160.1,160.1,157.4,158.6,577295.0
2021-05-13 02:30:00,160.34,166.21,160.34,165.81,477795.0
2021-05-14 02:30:00,167.38,168.17,164.66,165.43,234461.0
2021-05-17 02:30:00,166.21,166.21,163.09,163.87,240542.0
2021-05-18 02:30:00,165.04,166.99,163.09,166.21,290584.0
2021-05-19 02:30:00,172.09,176.78,166.6,176.0,472440.0
2021-05-20 02:30:00,178.34,178.34,166.99,170.91,364917.0
2021-05-21 02:30:00,170.91,171.7,167.78,169.35,232982.0
2021-05-24 02:30:00,169.35,172.09,165.81,170.13,320245.0
2021-05-25 02:30:00,172.09,173.65,169.35,170.51,206417.0
2021-05-26 02:30:00,171.7,178.34,169.74,176.78,448920.0
2021-05-28 02:30:00,177.96,190.09,173.65,190.09,1178500.0
2021-05-31 02:30:00,195.56,204.57,192.44,195.96,1006860.0
2021-06-01 02:30:00,203.39,203.39,183.82,185.39,662815.0
2021-06-02 02:30:00,186.18,190.09,183.44,185.39,338878.0
2021-06-03 02:30:00,185.39,190.09,183.44,190.09,334985.0
2021-06-04 02:30:00,193.62,193.62,183.82,184.22,270354.0
2021-06-07 02:30:00,188.12,188.12,175.61,179.52,342420.0
2021-06-08 02:30:00,177.96,191.26,177.96,189.3,336507.0
2021-06-09 02:30:00,189.3,194.39,188.52,189.7,364804.0
2021-06-10 02:30:00,191.65,200.27,185.39,192.05,465193.0
2021-06-11 02:30:00,199.49,206.92,190.87,203.79,1107296.0
2021-06-14 02:30:00,207.31,217.48,203.39,216.3,775017.0
2021-06-15 02:30:00,223.74,231.17,212.39,228.84,1191290.0
2021-06-16 02:30:00,230.78,230.78,216.3,218.65,662883.0
2021-06-17 02:30:00,210.05,222.18,201.44,208.49,736173.0
2021-06-18 02:30:00,211.22,217.48,201.44,211.22,505568.0
2021-06-21 02:30:00,213.18,216.7,201.44,206.52,456901.0
2021-06-22 02:30:00,206.52,209.65,194.78,195.56,521902.0
2021-06-23 02:30:00,199.49,210.83,192.44,210.05,364146.0
2021-06-24 02:30:00,210.44,213.18,199.88,203.0,264405.0
2021-06-25 02:30:00,203.39,206.92,197.13,200.27,234677.0
2021-06-28 02:30:00,203.39,204.95,197.51,197.51,261840.0
2021-06-29 02:30:00,204.95,204.95,192.83,194.39,253762.0
2021-06-30 02:30:00,193.62,196.34,187.34,188.52,246149.0
2021-07-01 02:30:00,188.52,192.05,182.66,189.3,215342.0
2021-07-02 02:30:00,191.65,199.09,189.7,195.18,300261.0
2021-07-05 02:30:00,199.49,199.88,189.3,190.87,144466.0
2021-07-06 02:30:00,189.7,192.44,186.18,187.34,129167.0
2021-07-07 02:30:00,194.39,194.39,185.39,186.95,86901.0
2021-07-08 02:30:00,187.74,189.3,183.04,183.82,122421.0
2021-07-09 02:30:00,186.57,190.09,182.66,185.78,124783.0
2021-07-12 02:30:00,187.74,197.51,187.74,197.51,196813.0
2021-07-13 02:30:00,197.91,203.0,190.09,193.22,224387.0
2021-07-14 02:30:00,193.22,197.91,190.87,194.78,85278.0
2021-07-15 02:30:00,195.56,196.74,193.62,196.74,119216.0
2021-07-16 02:30:00,197.51,205.35,196.34,200.66,326534.0
2021-07-19 02:30:00,203.0,205.74,201.82,203.39,229607.0
